ALAND,AWATER,BASIN,CBSAFP,CLASSFP,COUNTYFP,COUNTYNS,CSAFP,FID_inland,FID_tl_2015_us_county,FUNCSTAT,GEOID,HUC12,HU_12_NAME,INTPTLAT,INTPTLON,LSAD,METDIVFP,MTFCC,NAME,NAMELSAD,STATEFP,SUBBASIN,SUBREGION,Shape_Area,Shape_Length
1114908667.0,16358522.0,Altamaha,12060,H1,135,01688166,122,2182,1509,A,13135,030701010203,Little Mulberry River,+33.9591477,-084.0230847,06, ,G4020,Gwinnett,Gwinnett County,13,Upper Oconee,Altamaha-St. Marys,32842015.4719,27467.8894439
1571964065.0,229760810.0,Santee, ,H1,027,01247990, ,2183,2419,A,45027,030501110108,Potato Creek-Santee River,+33.6646821,-080.2178886,06, ,G4020,Clarendon,Clarendon County,45,Lake Marion,Edisto-Santee,144160393.43,68305.4789133
1571964065.0,229760810.0,Santee, ,H1,027,01247990, ,2184,2419,A,45027,030501110107,Tawcaw Creek,+33.6646821,-080.2178886,06, ,G4020,Clarendon,Clarendon County,45,Lake Marion,Edisto-Santee,99894728.9688,60702.3070021
1810575721.0,151931453.0,Edisto-South Carolina Coastal,17900,H1,063,01244251,192,2185,1023,A,45063,030502030208,Lower Bull Swamp Creek,+33.8925892,-081.2728309,06, ,G4020,Lexington,Lexington County,45,North Fork Edisto,Edisto-Santee,48375657.4037,36202.0675752
2864676300.0,56530748.0,Edisto-South Carolina Coastal,36700,H1,075,01248014,192,2185,1631,A,45075,030502030208,Lower Bull Swamp Creek,+33.4361350,-080.8029131,06, ,G4020,Orangeburg,Orangeburg County,45,North Fork Edisto,Edisto-Santee,65264548.6208,44344.8657016
987179168.0,29350862.0,Edisto-South Carolina Coastal,17900,H1,017,01247986,192,2185,3029,A,45017,030502030208,Lower Bull Swamp Creek,+33.6747804,-080.7803468,06, ,G4020,Calhoun,Calhoun County,45,North Fork Edisto,Edisto-Santee,1133509.77241,9021.44777298
1810575721.0,151931453.0,Edisto-South Carolina Coastal,17900,H1,063,01244251,192,2186,1023,A,45063,030502030203,Pond Branch-Bull Swamp Creek,+33.8925892,-081.2728309,06, ,G4020,Lexington,Lexington County,45,North Fork Edisto,Edisto-Santee,51983835.5156,34181.0736621
308738453.0,4741286.0,Altamaha,12020,H6,059,01672699,122,2187,1117,C,13059,030701010505,Trail Creek-North Oconee River,+33.9521852,-083.3671522,06, ,G4020,Clarke,Clarke County,13,Upper Oconee,Altamaha-St. Marys,74305789.7453,50108.6761606
731184844.0,8484618.0,Altamaha,12020,H1,195,01688004,122,2187,2470,A,13195,030701010505,Trail Creek-North Oconee River,+34.1285257,-083.2037373,06, ,G4020,Madison,Madison County,13,Upper Oconee,Altamaha-St. Marys,82646.4019622,1350.93736435
1137034040.0,7839366.0,Savannah,12020,H1,221,00351262,122,2188,2225,A,13221,030601040507,Lower Long Creek,+33.8668062,-083.0740805,06, ,G4020,Oglethorpe,Oglethorpe County,13,Broad,Ogeechee-Savannah,48284851.5792,60575.0481762
1215973896.0,11924769.0,Savannah, ,H1,317,00351265, ,2188,2874,A,13317,030601040507,Lower Long Creek,+33.7790312,-082.7479211,06, ,G4020,Wilkes,Wilkes County,13,Broad,Ogeechee-Savannah,32369872.2702,40551.9072814
751327584.0,45369171.0,Savannah,12260,H1,073,00348865, ,2189,105,A,13073,030601030709,Long Cane Creek Fork of Thurmond Lake,+33.5476313,-082.2522957,06, ,G4020,Columbia,Columbia County,13,Upper Savannah,Ogeechee-Savannah,6683445.17382,12409.9713786
544880787.0,121516946.0,Savannah,12260,H1,181,01688000, ,2189,312,A,13181,030601030709,Long Cane Creek Fork of Thurmond Lake,+33.7921507,-082.4482992,06, ,G4020,Lincoln,Lincoln County,13,Upper Savannah,Ogeechee-Savannah,95888107.4693,58129.6242245
930141784.0,89983085.0,Savannah, ,H1,065,01248012, ,2189,2768,A,45065,030601030709,Long Cane Creek Fork of Thurmond Lake,+33.8976052,-082.3161920,06, ,G4020,McCormick,McCormick County,45,Upper Savannah,Ogeechee-Savannah,143026243.043,79207.3373524
1296025451.0,16321055.0,Savannah,12260,H1,037,01247999, ,2190,1983,A,45037,030601070205,Log Creek,+33.7764976,-081.9682452,06, ,G4020,Edgefield,Edgefield County,45,Stevens,Ogeechee-Savannah,62946299.0,49116.1585138
2107094125.0,572624603.0,Lower Pee Dee,23860,H1,043,01248002,396,2191,3085,A,45043,030402080403,Atlantic Ocean,+33.4175309,-079.2963325,06, ,G4020,Georgetown,Georgetown County,45,Coastal Carolina,Pee Dee,55529521.4922,32240.0599023
2419464743.0,7469568.0,Lower Pee Dee, ,H1,089,01248018, ,2192,418,A,45089,030402050707,Thorntree Swamp,+33.6264629,-079.7164752,06, ,G4020,Williamsburg,Williamsburg County,45,Black,Pee Dee,46529549.7344,32817.8047722
2107094125.0,572624603.0,Lower Pee Dee,23860,H1,043,01248002,396,2193,3085,A,45043,030402080401,Pawleys Island Creek,+33.4175309,-079.2963325,06, ,G4020,Georgetown,Georgetown County,45,Coastal Carolina,Pee Dee,21632459.7656,28389.1239915
808832044.0,5309331.0,Coosa-Tallapoosa,12060,H1,223,00349912,122,2194,531,A,13223,031501041301,Ward Creek-Etowah River,+33.9210260,-084.8671616,06, ,G4020,Paulding,Paulding County,13,Etowah,Alabama,9745502.38467,16359.5707233
1190219024.0,27368325.0,Coosa-Tallapoosa,12060,H1,015,00351604,122,2194,867,A,13015,031501041301,Ward Creek-Etowah River,+34.2409175,-084.8381879,06, ,G4020,Bartow,Bartow County,13,Etowah,Alabama,63940632.8071,55586.2888587
1364178479.0,19792701.0,Coosa-Tallapoosa,12060,H1,121,01694833,122,2195,2024,A,13121,031501040803,Copper Sandy Creek,+33.7900338,-084.4681816,06, ,G4020,Fulton,Fulton County,13,Etowah,Alabama,36779933.2184,37359.3083625
1092190453.0,32938535.0,Coosa-Tallapoosa,12060,H1,057,01685718,122,2195,2688,A,13057,031501040803,Copper Sandy Creek,+34.2443166,-084.4750574,06, ,G4020,Cherokee,Cherokee County,13,Etowah,Alabama,12535210.2806,16414.214547
1114908667.0,16358522.0,Apalachicola,12060,H1,135,01688166,122,2196,1509,A,13135,031300010902,Level Creek-Chattahoochee River,+33.9591477,-084.0230847,06, ,G4020,Gwinnett,Gwinnett County,13,Upper Chattahoochee,Apalachicola,44228431.4134,35917.243773
1364178479.0,19792701.0,Apalachicola,12060,H1,121,01694833,122,2196,2024,A,13121,031300010902,Level Creek-Chattahoochee River,+33.7900338,-084.4681816,06, ,G4020,Fulton,Fulton County,13,Upper Chattahoochee,Apalachicola,2001122.43027,11424.4270632
580297280.0,59743068.0,Apalachicola,12060,H1,117,01673358,122,2196,3023,A,13117,031300010902,Level Creek-Chattahoochee River,+34.2251430,-084.1274353,06, ,G4020,Forsyth,Forsyth County,13,Upper Chattahoochee,Apalachicola,34914999.1873,34146.8589097
1296025451.0,16321055.0,Savannah,12260,H1,037,01247999, ,2197,1983,A,45037,030601070108,Upper Stevens Creek,+33.7764976,-081.9682452,06, ,G4020,Edgefield,Edgefield County,45,Stevens,Ogeechee-Savannah,1641105.91069,9335.70329664
930141784.0,89983085.0,Savannah, ,H1,065,01248012, ,2197,2768,A,45065,030601070108,Upper Stevens Creek,+33.8976052,-082.3161920,06, ,G4020,McCormick,McCormick County,45,Stevens,Ogeechee-Savannah,98797410.5575,56986.8324647
2774109824.0,24619610.0,Edisto-South Carolina Coastal,12260,H1,003,01247979, ,2198,962,A,45003,030502040102,Mctier Creek,+33.5500134,-081.6329830,06, ,G4020,Aiken,Aiken County,45,South Fork Edisto,Edisto-Santee,98572357.1172,49245.231645
1571964065.0,229760810.0,Santee, ,H1,027,01247990, ,2199,2419,A,45027,030501110106,Jacks Creek,+33.6646821,-080.2178886,06, ,G4020,Clarendon,Clarendon County,45,Lake Marion,Edisto-Santee,138592488.086,70640.1281075
1172690624.0,23419265.0,Edisto-South Carolina Coastal,17900,H1,081,01248016,192,2200,298,A,45081,030502040101,Headwaters South Fork Edisto River,+34.0052784,-081.7279033,06, ,G4020,Saluda,Saluda County,45,South Fork Edisto,Edisto-Santee,34318121.8724,32976.8864527
2774109824.0,24619610.0,Edisto-South Carolina Coastal,12260,H1,003,01247979, ,2200,962,A,45003,030502040101,Headwaters South Fork Edisto River,+33.5500134,-081.6329830,06, ,G4020,Aiken,Aiken County,45,South Fork Edisto,Edisto-Santee,17493477.5481,28270.9421842
1296025451.0,16321055.0,Edisto-South Carolina Coastal,12260,H1,037,01247999, ,2200,1983,A,45037,030502040101,Headwaters South Fork Edisto River,+33.7764976,-081.9682452,06, ,G4020,Edgefield,Edgefield County,45,South Fork Edisto,Edisto-Santee,86084252.0021,41769.1337289
2419464743.0,7469568.0,Lower Pee Dee, ,H1,089,01248018, ,2201,418,A,45089,030402050705,Rocky Ford Swamp,+33.6264629,-079.7164752,06, ,G4020,Williamsburg,Williamsburg County,45,Black,Pee Dee,75281227.1328,40649.4643732
1137034040.0,7839366.0,Savannah,12020,H1,221,00351262,122,2202,2225,A,13221,030601040404,Clouds Creek,+33.8668062,-083.0740805,06, ,G4020,Oglethorpe,Oglethorpe County,13,Broad,Ogeechee-Savannah,123212103.297,55540.1085285
987179168.0,29350862.0,Santee,17900,H1,017,01247986,192,2203,3029,A,45017,030501110101,Warley Creek,+33.6747804,-080.7803468,06, ,G4020,Calhoun,Calhoun County,45,Lake Marion,Edisto-Santee,57301816.1094,32155.7019373
2419464743.0,7469568.0,Lower Pee Dee, ,H1,089,01248018, ,2204,418,A,45089,030402050903,Spring Gully-Black River,+33.6264629,-079.7164752,06, ,G4020,Williamsburg,Williamsburg County,45,Black,Pee Dee,109859139.657,76197.5479299
2107094125.0,572624603.0,Lower Pee Dee,23860,H1,043,01248002,396,2204,3085,A,45043,030402050903,Spring Gully-Black River,+33.4175309,-079.2963325,06, ,G4020,Georgetown,Georgetown County,45,Black,Pee Dee,65.2804780446,142.985544039
2419464743.0,7469568.0,Lower Pee Dee, ,H1,089,01248018, ,2205,418,A,45089,030402050906,Indian Hut Swamp-Black River,+33.6264629,-079.7164752,06, ,G4020,Williamsburg,Williamsburg County,45,Black,Pee Dee,2304765.15587,10689.8423031
2107094125.0,572624603.0,Lower Pee Dee,23860,H1,043,01248002,396,2205,3085,A,45043,030402050906,Indian Hut Swamp-Black River,+33.4175309,-079.2963325,06, ,G4020,Georgetown,Georgetown County,45,Black,Pee Dee,101654377.648,60376.5806814
415349721.0,6642220.0,Altamaha,12060,H1,013,00356976,122,2206,457,A,13013,030701010301,Beech Creek,+33.9920094,-083.7123025,06, ,G4020,Barrow,Barrow County,13,Upper Oconee,Altamaha-St. Marys,5378168.47632,14474.0925269
308738453.0,4741286.0,Altamaha,12020,H6,059,01672699,122,2206,1117,C,13059,030701010301,Beech Creek,+33.9521852,-083.3671522,06, ,G4020,Clarke,Clarke County,13,Upper Oconee,Altamaha-St. Marys,3079055.44427,10103.7316809
879716380.0,8906549.0,Altamaha,27600,H1,157,00349570,122,2206,2858,A,13157,030701010301,Beech Creek,+34.1308883,-083.5625382,06, ,G4020,Jackson,Jackson County,13,Upper Oconee,Altamaha-St. Marys,59548148.1278,40780.1865392
1172690624.0,23419265.0,Savannah,17900,H1,081,01248016,192,2207,298,A,45081,030601070203,Upper Turkey Creek-Stevens Creek,+34.0052784,-081.7279033,06, ,G4020,Saluda,Saluda County,45,Stevens,Ogeechee-Savannah,466118.14078,10649.8478493
1296025451.0,16321055.0,Savannah,12260,H1,037,01247999, ,2207,1983,A,45037,030601070203,Upper Turkey Creek-Stevens Creek,+33.7764976,-081.9682452,06, ,G4020,Edgefield,Edgefield County,45,Stevens,Ogeechee-Savannah,97982717.835,53535.6916714
1190219024.0,27368325.0,Coosa-Tallapoosa,12060,H1,015,00351604,122,2208,867,A,13015,031501041004,Lake Allatoona,+34.2409175,-084.8381879,06, ,G4020,Bartow,Bartow County,13,Etowah,Alabama,31360275.2795,35922.5263593
1092190453.0,32938535.0,Coosa-Tallapoosa,12060,H1,057,01685718,122,2208,2688,A,13057,031501041004,Lake Allatoona,+34.2443166,-084.4750574,06, ,G4020,Cherokee,Cherokee County,13,Etowah,Alabama,66552068.8808,39576.2111094
2774109824.0,24619610.0,Edisto-South Carolina Coastal,12260,H1,003,01247979, ,2209,962,A,45003,030502030103,Goose Platter Creek-North Fork Edisto River,+33.5500134,-081.6329830,06, ,G4020,Aiken,Aiken County,45,North Fork Edisto,Edisto-Santee,64763380.3003,42092.4029408
1810575721.0,151931453.0,Edisto-South Carolina Coastal,17900,H1,063,01244251,192,2209,1023,A,45063,030502030103,Goose Platter Creek-North Fork Edisto River,+33.8925892,-081.2728309,06, ,G4020,Lexington,Lexington County,45,North Fork Edisto,Edisto-Santee,41415703.5049,37095.6663377
415349721.0,6642220.0,Altamaha,12060,H1,013,00356976,122,2210,457,A,13013,030701010205,Lower Mulberry River,+33.9920094,-083.7123025,06, ,G4020,Barrow,Barrow County,13,Upper Oconee,Altamaha-St. Marys,21315586.5902,30002.5461057
879716380.0,8906549.0,Altamaha,27600,H1,157,00349570,122,2210,2858,A,13157,030701010205,Lower Mulberry River,+34.1308883,-083.5625382,06, ,G4020,Jackson,Jackson County,13,Upper Oconee,Altamaha-St. Marys,38297930.699,42648.1680505
1017306098.0,94561948.0,Apalachicola,23580,H1,139,01686953,122,2211,900,A,13139,031300010903,Ivy Creek,+34.3175876,-083.8184973,06, ,G4020,Hall,Hall County,13,Upper Chattahoochee,Apalachicola,1149056.75231,4585.45866731
1114908667.0,16358522.0,Apalachicola,12060,H1,135,01688166,122,2211,1509,A,13135,031300010903,Ivy Creek,+33.9591477,-084.0230847,06, ,G4020,Gwinnett,Gwinnett County,13,Upper Chattahoochee,Apalachicola,55996091.2138,44470.2085546
1296025451.0,16321055.0,Savannah,12260,H1,037,01247999, ,2212,1983,A,45037,030601070208,Lower Turkey Creek-Stevens Creek,+33.7764976,-081.9682452,06, ,G4020,Edgefield,Edgefield County,45,Stevens,Ogeechee-Savannah,119886222.137,105114.192512
930141784.0,89983085.0,Savannah, ,H1,065,01248012, ,2212,2768,A,45065,030601070208,Lower Turkey Creek-Stevens Creek,+33.8976052,-082.3161920,06, ,G4020,McCormick,McCormick County,45,Stevens,Ogeechee-Savannah,34830213.2982,33920.3696515
2419464743.0,7469568.0,Santee, ,H1,089,01248018, ,2213,418,A,45089,030501120103,Mt Hope Swamp,+33.6264629,-079.7164752,06, ,G4020,Williamsburg,Williamsburg County,45,Santee,Edisto-Santee,67538218.6663,42896.8385065
1571964065.0,229760810.0,Santee, ,H1,027,01247990, ,2213,2419,A,45027,030501120103,Mt Hope Swamp,+33.6646821,-080.2178886,06, ,G4020,Clarendon,Clarendon County,45,Santee,Edisto-Santee,42968397.0895,37449.0660708
2419464743.0,7469568.0,Lower Pee Dee, ,H1,089,01248018, ,2214,418,A,45089,030402050905,Big Dam Swamp,+33.6264629,-079.7164752,06, ,G4020,Williamsburg,Williamsburg County,45,Black,Pee Dee,40713464.515,33570.3830056
2107094125.0,572624603.0,Lower Pee Dee,23860,H1,043,01248002,396,2214,3085,A,45043,030402050905,Big Dam Swamp,+33.4175309,-079.2963325,06, ,G4020,Georgetown,Georgetown County,45,Black,Pee Dee,28630656.8457,26984.7495877
308738453.0,4741286.0,Savannah,12020,H6,059,01672699,122,2215,1117,C,13059,030601040403,Sulpher Spring Branch-Beaverdam Creek,+33.9521852,-083.3671522,06, ,G4020,Clarke,Clarke County,13,Broad,Ogeechee-Savannah,12485530.3422,20709.7434119
1137034040.0,7839366.0,Savannah,12020,H1,221,00351262,122,2215,2225,A,13221,030601040403,Sulpher Spring Branch-Beaverdam Creek,+33.8668062,-083.0740805,06, ,G4020,Oglethorpe,Oglethorpe County,13,Broad,Ogeechee-Savannah,45298004.849,41971.2083954
731184844.0,8484618.0,Savannah,12020,H1,195,01688004,122,2215,2470,A,13195,030601040403,Sulpher Spring Branch-Beaverdam Creek,+34.1285257,-083.2037373,06, ,G4020,Madison,Madison County,13,Broad,Ogeechee-Savannah,38334370.6901,39460.9651484
1092190453.0,32938535.0,Coosa-Tallapoosa,12060,H1,057,01685718,122,2216,2688,A,13057,031501040809,Little River-Lake Allatoona,+34.2443166,-084.4750574,06, ,G4020,Cherokee,Cherokee County,13,Etowah,Alabama,64978936.6211,49430.6368675
415349721.0,6642220.0,Altamaha,12060,H1,013,00356976,122,2217,457,A,13013,030701010204,Cedar Creek-Mulberry River,+33.9920094,-083.7123025,06, ,G4020,Barrow,Barrow County,13,Upper Oconee,Altamaha-St. Marys,62091612.1012,44195.609386
879716380.0,8906549.0,Altamaha,27600,H1,157,00349570,122,2217,2858,A,13157,030701010204,Cedar Creek-Mulberry River,+34.1308883,-083.5625382,06, ,G4020,Jackson,Jackson County,13,Upper Oconee,Altamaha-St. Marys,32439994.2256,36155.9765169
1810575721.0,151931453.0,Edisto-South Carolina Coastal,17900,H1,063,01244251,192,2218,1023,A,45063,030502030105,Lower Black Creek-North Fork Edisto River,+33.8925892,-081.2728309,06, ,G4020,Lexington,Lexington County,45,North Fork Edisto,Edisto-Santee,86910956.3125,54927.6874734
808832044.0,5309331.0,Coosa-Tallapoosa,12060,H1,223,00349912,122,2219,531,A,13223,031501041203,Lower Racoon Creek,+33.9210260,-084.8671616,06, ,G4020,Paulding,Paulding County,13,Etowah,Alabama,42506788.9882,32902.4814929
1190219024.0,27368325.0,Coosa-Tallapoosa,12060,H1,015,00351604,122,2219,867,A,13015,031501041203,Lower Racoon Creek,+34.2409175,-084.8381879,06, ,G4020,Bartow,Bartow County,13,Etowah,Alabama,16808045.5089,20714.432195
1017306098.0,94561948.0,Apalachicola,23580,H1,139,01686953,122,2220,900,A,13139,031300010904,Suwanee Creek,+34.3175876,-083.8184973,06, ,G4020,Hall,Hall County,13,Upper Chattahoochee,Apalachicola,4671207.10762,10837.0127043
1114908667.0,16358522.0,Apalachicola,12060,H1,135,01688166,122,2220,1509,A,13135,031300010904,Suwanee Creek,+33.9591477,-084.0230847,06, ,G4020,Gwinnett,Gwinnett County,13,Upper Chattahoochee,Apalachicola,71731148.1043,56370.7892334
987179168.0,29350862.0,Santee,17900,H1,017,01247986,192,2221,3029,A,45017,030501100309,Bates Mill Creek,+33.6747804,-080.7803468,06, ,G4020,Calhoun,Calhoun County,45,Congaree,Edisto-Santee,68821798.9766,39826.9019548
1364178479.0,19792701.0,Apalachicola,12060,H1,121,01694833,122,2222,2024,A,13121,031300011002,Upper Big Creek,+33.7900338,-084.4681816,06, ,G4020,Fulton,Fulton County,13,Upper Chattahoochee,Apalachicola,27479590.1651,28414.8118021
580297280.0,59743068.0,Apalachicola,12060,H1,117,01673358,122,2222,3023,A,13117,031300011002,Upper Big Creek,+34.2251430,-084.1274353,06, ,G4020,Forsyth,Forsyth County,13,Upper Chattahoochee,Apalachicola,56199600.3228,35200.7206368
1810575721.0,151931453.0,Edisto-South Carolina Coastal,17900,H1,063,01244251,192,2223,1023,A,45063,030502030206,Upper Bull Swamp Creek,+33.8925892,-081.2728309,06, ,G4020,Lexington,Lexington County,45,North Fork Edisto,Edisto-Santee,79919682.4062,40274.8297393
2419464743.0,7469568.0,Lower Pee Dee, ,H1,089,01248018, ,2224,418,A,45089,030402050901,Spring Branch-Black River,+33.6264629,-079.7164752,06, ,G4020,Williamsburg,Williamsburg County,45,Black,Pee Dee,55096040.2422,34676.6378247
308738453.0,4741286.0,Altamaha,12020,H6,059,01672699,122,2225,1117,C,13059,030701010501,Crooked Creek-North Oconee River,+33.9521852,-083.3671522,06, ,G4020,Clarke,Clarke County,13,Upper Oconee,Altamaha-St. Marys,19088985.8058,19671.6729181
879716380.0,8906549.0,Altamaha,27600,H1,157,00349570,122,2225,2858,A,13157,030701010501,Crooked Creek-North Oconee River,+34.1308883,-083.5625382,06, ,G4020,Jackson,Jackson County,13,Upper Oconee,Altamaha-St. Marys,59738694.2984,34653.4036852
1810575721.0,151931453.0,Edisto-South Carolina Coastal,17900,H1,063,01244251,192,2226,1023,A,45063,030502030201,Cedar Creek-Bull Swamp Creek,+33.8925892,-081.2728309,06, ,G4020,Lexington,Lexington County,45,North Fork Edisto,Edisto-Santee,114857455.805,59132.0179959
1571964065.0,229760810.0,Lower Pee Dee, ,H1,027,01247990, ,2227,2419,A,45027,030402050405,Davis Branch,+33.6646821,-080.2178886,06, ,G4020,Clarendon,Clarendon County,45,Black,Pee Dee,81476484.5391,47028.3997828
987179168.0,29350862.0,Santee,17900,H1,017,01247986,192,2228,3029,A,45017,030501100402,Buckhead Creek-Toms Creek,+33.6747804,-080.7803468,06, ,G4020,Calhoun,Calhoun County,45,Congaree,Edisto-Santee,53149088.2109,38315.4061933
415349721.0,6642220.0,Altamaha,12060,H1,013,00356976,122,2229,457,A,13013,030701010202,Duncan Creek-Mulberry River,+33.9920094,-083.7123025,06, ,G4020,Barrow,Barrow County,13,Upper Oconee,Altamaha-St. Marys,18177423.9756,21609.7062932
1017306098.0,94561948.0,Altamaha,23580,H1,139,01686953,122,2229,900,A,13139,030701010202,Duncan Creek-Mulberry River,+34.3175876,-083.8184973,06, ,G4020,Hall,Hall County,13,Upper Oconee,Altamaha-St. Marys,1764386.74599,7918.92219651
1114908667.0,16358522.0,Altamaha,12060,H1,135,01688166,122,2229,1509,A,13135,030701010202,Duncan Creek-Mulberry River,+33.9591477,-084.0230847,06, ,G4020,Gwinnett,Gwinnett County,13,Upper Oconee,Altamaha-St. Marys,23638268.9159,25014.0721579
879716380.0,8906549.0,Altamaha,27600,H1,157,00349570,122,2229,2858,A,13157,030701010202,Duncan Creek-Mulberry River,+34.1308883,-083.5625382,06, ,G4020,Jackson,Jackson County,13,Upper Oconee,Altamaha-St. Marys,19805010.632,24241.088801
1810575721.0,151931453.0,Santee,17900,H1,063,01244251,192,2230,1023,A,45063,030501100308,Big Beaver Creek-Congaree River,+33.8925892,-081.2728309,06, ,G4020,Lexington,Lexington County,45,Congaree,Edisto-Santee,24952264.921,23582.9921757
987179168.0,29350862.0,Santee,17900,H1,017,01247986,192,2230,3029,A,45017,030501100308,Big Beaver Creek-Congaree River,+33.6747804,-080.7803468,06, ,G4020,Calhoun,Calhoun County,45,Congaree,Edisto-Santee,94516455.4764,57929.3376377
909234534.0,59980940.0,Savannah, ,H1,105,00347828, ,2231,1822,A,13105,030601040601,Dove Creek,+34.1164548,-082.8418338,06, ,G4020,Elbert,Elbert County,13,Broad,Ogeechee-Savannah,5669507.08013,19735.1128168
1137034040.0,7839366.0,Savannah,12020,H1,221,00351262,122,2231,2225,A,13221,030601040601,Dove Creek,+33.8668062,-083.0740805,06, ,G4020,Oglethorpe,Oglethorpe County,13,Broad,Ogeechee-Savannah,77186274.7605,48282.5272749
731184844.0,8484618.0,Savannah,12020,H1,195,01688004,122,2231,2470,A,13195,030601040601,Dove Creek,+34.1285257,-083.2037373,06, ,G4020,Madison,Madison County,13,Broad,Ogeechee-Savannah,1656.92288467,184.544360693
308738453.0,4741286.0,Altamaha,12020,H6,059,01672699,122,2232,1117,C,13059,030701010504,Lower Sandy Creek,+33.9521852,-083.3671522,06, ,G4020,Clarke,Clarke County,13,Upper Oconee,Altamaha-St. Marys,23685135.7167,26258.1356233
731184844.0,8484618.0,Altamaha,12020,H1,195,01688004,122,2232,2470,A,13195,030701010504,Lower Sandy Creek,+34.1285257,-083.2037373,06, ,G4020,Madison,Madison County,13,Upper Oconee,Altamaha-St. Marys,27219203.4882,25228.1252553
879716380.0,8906549.0,Altamaha,27600,H1,157,00349570,122,2232,2858,A,13157,030701010504,Lower Sandy Creek,+34.1308883,-083.5625382,06, ,G4020,Jackson,Jackson County,13,Upper Oconee,Altamaha-St. Marys,6741979.8142,15138.5410096
1571964065.0,229760810.0,Lower Pee Dee, ,H1,027,01247990, ,2233,2419,A,45027,030402050406,Deep Creek-Pocotaligo River,+33.6646821,-080.2178886,06, ,G4020,Clarendon,Clarendon County,45,Black,Pee Dee,44045388.2266,36001.5364107
1114908667.0,16358522.0,Apalachicola,12060,H1,135,01688166,122,2234,1509,A,13135,031300010901,James Creek-Chattahoochee River,+33.9591477,-084.0230847,06, ,G4020,Gwinnett,Gwinnett County,13,Upper Chattahoochee,Apalachicola,32350782.3342,30475.6997063
580297280.0,59743068.0,Apalachicola,12060,H1,117,01673358,122,2234,3023,A,13117,031300010901,James Creek-Chattahoochee River,+34.2251430,-084.1274353,06, ,G4020,Forsyth,Forsyth County,13,Upper Chattahoochee,Apalachicola,53534828.705,33415.4566378
2107094125.0,572624603.0,Lower Pee Dee,23860,H1,043,01248002,396,2235,3085,A,45043,030402061003,Outlet Waccamaw River-Atlantic Intracoastal Waterway,+33.4175309,-079.2963325,06, ,G4020,Georgetown,Georgetown County,45,Waccamaw,Pee Dee,106904951.414,75426.6147237
1364178479.0,19792701.0,Coosa-Tallapoosa,12060,H1,121,01694833,122,2236,2024,A,13121,031501040802,Chicken Creek,+33.7900338,-084.4681816,06, ,G4020,Fulton,Fulton County,13,Etowah,Alabama,52152903.0617,32615.2116863
1092190453.0,32938535.0,Coosa-Tallapoosa,12060,H1,057,01685718,122,2236,2688,A,13057,031501040802,Chicken Creek,+34.2443166,-084.4750574,06, ,G4020,Cherokee,Cherokee County,13,Etowah,Alabama,3357854.25651,10315.885996
580297280.0,59743068.0,Coosa-Tallapoosa,12060,H1,117,01673358,122,2236,3023,A,13117,031501040802,Chicken Creek,+34.2251430,-084.1274353,06, ,G4020,Forsyth,Forsyth County,13,Etowah,Alabama,7012248.96726,18783.368379
1092190453.0,32938535.0,Coosa-Tallapoosa,12060,H1,057,01685718,122,2237,2688,A,13057,031501041001,Etowah River-Lake Allatoona,+34.2443166,-084.4750574,06, ,G4020,Cherokee,Cherokee County,13,Etowah,Alabama,54788029.4062,38245.2451611
2107094125.0,572624603.0,Lower Pee Dee,23860,H1,043,01248002,396,2238,3085,A,45043,030402050909,Lanes Creek-Black River,+33.4175309,-079.2963325,06, ,G4020,Georgetown,Georgetown County,45,Black,Pee Dee,106042546.773,55574.1056992
415349721.0,6642220.0,Altamaha,12060,H1,013,00356976,122,2239,457,A,13013,030701010106,Dosters Creek-Middle Oconee River,+33.9920094,-083.7123025,06, ,G4020,Barrow,Barrow County,13,Upper Oconee,Altamaha-St. Marys,217.005505358,90.9077524522
879716380.0,8906549.0,Altamaha,27600,H1,157,00349570,122,2239,2858,A,13157,030701010106,Dosters Creek-Middle Oconee River,+34.1308883,-083.5625382,06, ,G4020,Jackson,Jackson County,13,Upper Oconee,Altamaha-St. Marys,72156041.2522,42440.5058995
1137034040.0,7839366.0,Savannah,12020,H1,221,00351262,122,2240,2225,A,13221,030601040406,Lower Fork Broad River,+33.8668062,-083.0740805,06, ,G4020,Oglethorpe,Oglethorpe County,13,Broad,Ogeechee-Savannah,102008278.467,82252.6094115
731184844.0,8484618.0,Savannah,12020,H1,195,01688004,122,2240,2470,A,13195,030601040406,Lower Fork Broad River,+34.1285257,-083.2037373,06, ,G4020,Madison,Madison County,13,Broad,Ogeechee-Savannah,43474282.8381,57787.3976502
2419464743.0,7469568.0,Lower Pee Dee, ,H1,089,01248018, ,2241,418,A,45089,030402050902,Birch Creek,+33.6264629,-079.7164752,06, ,G4020,Williamsburg,Williamsburg County,45,Black,Pee Dee,101803756.508,56200.9468792
909234534.0,59980940.0,Savannah, ,H1,105,00347828, ,2242,1822,A,13105,030601040604,Goosepond Creek-Broad River,+34.1164548,-082.8418338,06, ,G4020,Elbert,Elbert County,13,Broad,Ogeechee-Savannah,37284256.8525,52991.978882
1137034040.0,7839366.0,Savannah,12020,H1,221,00351262,122,2242,2225,A,13221,030601040604,Goosepond Creek-Broad River,+33.8668062,-083.0740805,06, ,G4020,Oglethorpe,Oglethorpe County,13,Broad,Ogeechee-Savannah,55635659.0488,48929.8664568
